,고객ID,거주지,cluster,A_상반기_가구/인테리어_변화,B_상반기_가구/인테리어_변화,A_상반기_디지털/가전_변화,B_상반기_디지털/가전_변화,A_상반기_생활/건강_변화,B_상반기_생활/건강_변화,A_상반기_스포츠/레저_변화,B_상반기_스포츠/레저_변화,A_상반기_식품_변화,B_상반기_식품_변화,A_상반기_패션의류_변화,B_상반기_패션의류_변화,A_상반기_패션잡화_변화,B_상반기_패션잡화_변화,A_상반기_화장품/미용_변화,B_상반기_화장품/미용_변화,A_하반기_가구/인테리어_변화,B_하반기_가구/인테리어_변화,A_하반기_디지털/가전_변화,B_하반기_디지털/가전_변화,A_하반기_생활/건강_변화,B_하반기_생활/건강_변화,A_하반기_스포츠/레저_변화,B_하반기_스포츠/레저_변화,A_하반기_식품_변화,B_하반기_식품_변화,A_하반기_패션의류_변화,B_하반기_패션의류_변화,A_하반기_패션잡화_변화,B_하반기_패션잡화_변화,A_하반기_화장품/미용_변화,B_하반기_화장품/미용_변화,구매감소
473,593,부산시,6,-38.41346154,0,0,0,-100,0,-46.06521739,0,-62.83801754,0,3.130460467,0,-22.1986532,0,-2.17520145,0,-82.52549331,0,0,0,-100,-100,57.78264213,0,-59.48800295,-100,1003.010559,-100,126.6476765,-100,234.0129976,0,FALSE
474,594,인천시,6,19466.68966,0,-0.56814114,0,-65.82427987,0,167.8272324,0,-34.92637979,0,44.15965539,0,439.6956192,0,45.7148528,0,3953,0,1589.655172,0,-100,-99.43204868,216.7008977,-100,39.02890173,-97.16957847,-70.9239161,0,-44.93151581,0,578.7243151,0,FALSE
475,595,서울시,6,0,0,0,0,134.1911765,0,39.26136364,0,12.31786311,-100,-68.66429765,0,-59.24683113,-100,-71.86919963,0,-55.44366331,0,0,0,1248.763218,0,351.1697335,0,128.9107757,0,697.2197973,0,91.30993394,0,-48.1586275,0,FALSE
476,596,서울시,6,-66.91490388,0,0,0,-71.38731029,-100,13.69670286,0,-76.03854908,-100,-14.89517591,0,-2.441499147,0,27.30029935,0,-100,0,0,0,-84.58521564,0,-58.43570296,0,-71.3848341,0,-49.06261875,0,-82.06427858,0,-83.1222337,0,TRUE
477,597,대전시,6,-66.91655913,0,-100,0,2.92412365,0,450.0575043,0,10.02357241,0,-77.53926394,0,-88.501696,0,-18.58896388,0,114.2026515,0,-88.8547486,0,69.00957889,0,0,0,-25.56189075,0,-49.88931,0,-28.47155629,0,-48.44304264,0,TRUE
478,598,서울시,6,-94.06779661,0,0,0,-65.77469089,-100,-55.703125,0,-43.09588206,-100,-67.59952837,0,-100,0,-97.05263158,0,0,0,0,0,-89.07668639,0,35.60465116,0,-37.77809607,-100,188.0542563,0,-57.0703125,0,-100,0,FALSE
479,599,경기도,6,-71.69632784,0,-100,0,-89.56277819,60.55841121,-40.11325606,0,-38.96864815,63.31980907,-43.1810771,-100,-100,-100,0,0,96.31235154,-100,70.36144578,0,561.6974229,-100,-53.54525154,-100,-38.61093213,183.8835112,-26.38489582,-100,677.2884187,0,-77.89473684,0,FALSE
480,601,서울시,2,0,0,9.520338983,0,1804,0,20.72463768,0,-42.37058757,0,-51.45185137,0,-38.35712577,0,0,0,377.0769231,0,0,0,-58.6125,0,-100,0,-6.163784274,0,1.763861189,0,-80.04502981,0,-100,0,TRUE
481,603,서울시,6,-39.8245614,0,0,0,-57.55242578,-26.08197444,-56.13401215,0,-31.69683141,-74.08411732,26.55302162,-100,-59.943345,-76.2,-17.91927231,0,-95.97430125,-100,-100,0,-66.34445243,8.406130268,-80.70696595,0,-38.48455738,148.5510585,-96.37827101,-100,-92.91417659,128.4210526,-53.06905615,0,TRUE
482,604,서울시,6,235.0470016,0,0,0,-81.86601796,0,-39.873789,0,-71.60940325,0,-59.21008013,0,-91.6572327,0,-62.89604782,0,802.2634328,0,0,0,263.0791717,0,141.5707865,0,-22.71203054,583.5277722,-67.60523607,0,149.3227866,0,-80.58698426,0,FALSE
483,605,광주시,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.39661799,0,0,0,-100,0,0,0,0,0,-100,TRUE
484,606,광주시,2,-100,0,0,0,-99.99435855,-38.12729026,-90.10734235,-100,-80.31411839,144.025655,-79.6294535,0,-100,0,-100,0,-100,0,0,0,-99.24429043,-71.26774302,-85.48653652,-100,-62.50763068,207.6095293,-62.20526091,0,-97.74163719,-100,166.6854805,0,TRUE
485,607,서울시,6,-100,0,-100,0,-97.26839042,0,340.755,0,-0.859553075,57.79437568,249.9090909,0,-63.43896714,0,0,0,-76.25300941,-100,-100,0,22.08336629,-97.42043551,-92.17299717,0,-10.5243102,-15.47489025,56.25,-78.09734513,263.8897638,-100,0,0,TRUE
486,608,서울시,6,14.29480528,-100,1314.141414,0,4508.253788,5.316513541,170.5342237,-11.39240506,-14.16440674,-38.80601379,-99.16975622,438.4615385,-88.91792772,-100,140.8,0,-44.22034043,-100,0,0,-81.54976069,-43.61265176,0,351.0138889,15.62485247,37.07143874,-72.18960796,-100,-70.27620481,-100,-15.43624161,225.6779661,TRUE
487,609,광주시,2,0,0,0,0,0,-47.91891309,0,-93.78504673,0,17.62877098,0,-46.15384615,0,-100,0,-76.85450209,0,0,0,0,0,-62.81832712,0,-41.9,0,-3.510847564,-100,25.25380711,0,-68.53932584,0,766.25,FALSE
488,610,대구시,6,0,0,0,0,0,0,-22.05913189,0,39.13775935,0,66.73414014,0,-70.10032895,0,1206.105263,0,0,0,0,0,0,0,0,0,-58.83976754,0,121.8318836,0,-99.98375308,0,636.8421053,0,TRUE
489,612,서울시,6,-100,0,-100,0,-98.11187254,0,-56.03618002,0,-74.98322213,0,-25.04249938,0,-94.35525539,0,-80.78297862,0,-98.72547362,0,62.56813725,0,-100,0,-100,0,-92.90904414,0,-100,0,-100,0,394.1533333,0,TRUE
490,613,광주시,6,-100,0,72.55339806,0,-59.07700668,1255.752508,334.4330894,0,-32.75983341,147.3568168,139.9188353,0,-74.58643261,-100,-35.68861858,-17.0212766,-38.79287512,0,-100,0,356.8860645,-65.34304116,-15.99410692,0,70.03870772,-55.70176975,-86.33486776,0,18.76214974,-82.4120603,-47.63886326,85.1171875,TRUE
491,614,서울시,4,-17.20410968,0,0,0,-27.84471366,0,-100,0,-67.5524895,0,-16.38861821,0,-83.69983454,0,-47.34370498,0,2.756931526,0,-100,0,-1.688083512,0,-50.37605001,0,-63.03028591,0,176.3415224,0,-58.92336206,0,32.68656716,0,FALSE
492,615,서울시,6,523.8698049,0,0,0,79.74218147,0,55.3125,0,27.5272984,9276.670732,-56.04712123,0,65.53359684,0,544.1099476,0,-94.91773523,126.6666667,0,0,-42.06073688,-30.55105713,-37.27083333,0,-72.82070961,29.05039904,-55.92749744,0,-35.23225817,0,-77.98387097,0,FALSE
493,616,경기도,6,0,0,0,0,237.1666667,-61.59090909,0,0,0,-19.09349056,0,-81.64880462,0,-86.42857143,197.5,183.2926829,0,0,0,0,0,-53.35030715,0,-100,-88.87337558,-52.38084206,-100,310.7142857,0,-32.3902439,-55.11627907,-8.101779582,TRUE
494,617,서울시,6,7.744691424,0,0,0,0,-3.799485861,637.8877685,0,-48.73988113,-0.540595494,-40.87419163,0,-89.52373707,-100,-30.70817121,0,-78.36884668,0,0,0,-75.58474535,-30.20026858,2.94065133,0,-30.90385326,42.38000501,-45.5163286,0,269.7608944,0,9.122651125,0,FALSE
495,618,서울시,6,-100,0,34.45544554,0,-88.82042254,65.01810774,-83.21847826,0,218.973823,162.2062809,-42.67807513,0,-61.19355736,0,-61.03354488,0,-94.57013575,758.7373737,23600.48649,0,1658.161463,260.3940887,-77.77075099,0,-66.56397976,142.0630614,-80.35557426,0,-79.83457313,0,-14.75476325,70.70967742,FALSE
496,619,부산시,6,0,-100,0,0,0,97.61284015,0,0,0,4.300121718,0,-27.69379845,0,-100,0,0,0,-15.71428571,0,0,0,-63.96840917,0,-100,-100,-78.89636962,0,-62.78890601,0,-100,0,-100,TRUE
497,620,서울시,6,121.1012448,0,0,0,315.6659666,-70.27522936,497.5989274,0,24.29709141,-41.7468106,8.505659257,0,34.86656887,0,97.44800076,0,13.04605024,0,-52.80898876,0,-16.55327174,0,9.976012417,0,-51.75765353,0,-76.93640824,0,164.7162731,0,-66.26664776,0,FALSE
498,621,경기도,6,-100,-100,0,0,0,83.1362537,0,0,-100,-34.55698715,0,0,-100,-62.96296296,0,-100,0,0,0,0,0,-77.71849126,0,-100,0,-27.14416731,0,-68.57572115,0,-76.13636364,0,0,TRUE
499,622,서울시,6,-88.98259032,0,-99.75877665,0,-73.6024512,-63.63844394,-64.58295622,0,-89.92402214,-8.406169666,-86.73846198,1449.333333,-91.01150085,0,30.80979513,0,325.8507463,0,41.932,0,-96.24136818,0,-76.51777575,-100,-40.20179372,-98.11456525,-21.88847779,-71.29337539,-67.12360936,0,-1.441892995,0,TRUE
500,623,서울시,6,0,0,0,-100,0,-43.07070457,0,-100,172.4633789,14.04656324,0.214645053,0,528.9322034,-38.59649123,0,6.796244784,0,-94.2162819,0,0,0,-49.60727259,0,-87.41992883,-94.79750583,-45.13251006,-100,-94.66933868,-100,-89.5,-14.04447533,-20.72153381,TRUE
501,624,서울시,6,0,15.71428571,0,0,0,-64.05233861,0,-100,0,-47.5551956,-100,-26.03092784,0,-87.34939759,0,-51.82643794,0,8.08,0,0,0,-84.40820999,0,0,0,-37.22590578,0,-100,0,254.7457627,0,53.82278481,TRUE
502,625,서울시,6,-66.83419782,0,-100,0,44.39122373,2478.947368,0,0,14.74877174,-100,-93.46845124,0,-92.13483146,0,-82.5,0,-40.91471117,0,-100,0,20.0409334,0,0,0,-41.48473261,-100,-72.753106,0,2602.777778,0,-78.67845738,0,TRUE
503,626,인천시,6,0,58.72807018,0,0,0,-38.65293185,0,-100,0,-25.46584937,0,-87.72233202,-100,-23.87706856,0,-34.24390244,0,37.41424802,0,0,0,-30.20899027,0,-100,0,-25.75273976,0,138.5316456,0,31.00755668,0,162.0486573,FALSE
504,627,경기도,6,-69.79432332,0,0,0,779.5294118,0,0,0,-45.27883897,0,289.7236659,0,-56.60874287,0,-36.51234028,0,56.05909695,0,4426.666667,0,-57.19029667,0,-36.54462571,0,-26.71972483,0,-68.37294087,0,-78.35183646,0,-47.48301262,0,FALSE
505,628,서울시,6,-93.59560842,0,0,0,0,-82.8742515,103.1779661,0,-20.5372617,-11.40840733,-21.26724391,0,-100,0,0,-49.48376796,-55.60053981,0,0,0,0,-27.05247567,0,0,-59.29496836,-44.31669878,-96.10463179,-36.81081081,0,0,0,-54.67585089,TRUE
506,629,경기도,6,0,-87.26691042,-34.02306921,-100,-100,-8.156386463,0,0,36.35622452,-36.41823435,-85.53719008,73.71428571,-39.29166667,973.3333333,166.7229394,-74.2625523,0,0,-57.83088235,0,0,43.84441965,0,0,-58.48446796,41.30483754,0,-18.4040404,-94.27552946,895.4237288,-100,-48.83177246,FALSE
507,630,서울시,6,-81.62641335,0,-100,0,-99.74931599,0,-61.78430618,0,-66.8640947,0,-58.50246775,0,-84.9823144,0,-19.70588235,0,-100,0,-100,0,-83.74032904,0,0,0,-82.22915906,965.2066748,-92.76434792,0,-70.60547724,0,-74.52903226,0,TRUE
508,631,서울시,6,-53.89954079,0,26790.5,-100,-1.158211272,-65.00615114,-52.01728844,0,-65.99895261,-24.00161681,154.7631338,-100,-65.60539885,0,-2.446808511,0,-25.37003392,-100,109.1430412,-100,-33.02830116,310.1785714,-33.98639973,0,-50.63502674,39.26517572,-70.44126474,0,-82.59477148,0,-100,0,FALSE
509,632,부산시,6,-98.1270903,0,-100,0,27.12903226,-100,97.5,0,-58.09720379,-100,-98.08439604,0,-100,0,0.353107345,0,-93.22580645,0,0,0,273.5322161,0,-50.47725411,0,-44.92040398,0,-83.87144726,0,133.4352113,0,61.328125,0,FALSE
510,634,경기도,6,0,0,0,0,-94.20571429,0,187.3362269,0,-41.5342874,0,-93.95969138,0,-81.50867824,0,382.282085,0,1045.590327,0,28.60626205,0,-88.10366563,0,-4.389593425,0,-39.83982745,0,-92.68858531,0,-93.92643823,0,-82.85356937,0,TRUE
511,635,경기도,6,-84.09357605,0,-100,0,-65.98351505,-100,-69.85627129,0,-61.87190079,-100,-87.79056259,0,-95.92351152,0,-82.84313725,0,215.9479167,0,0,0,29.93301435,-100,-19.26212661,0,-30.32812646,-100,-61.87265391,0,264.8484848,0,-46.93215339,0,TRUE
512,636,서울시,6,-97.16926151,0,-100,0,-33.98667777,0,-100,0,-25.90842603,0,-44.17793843,0,-98.39117444,0,-70.74,0,-98.77600034,0,-100,0,-54.29835592,0,0,0,-30.2390356,0,-64.75744438,0,-92.17833399,0,0,0,TRUE
513,637,서울시,6,-10.80433619,0,153.7551745,0,-38.96761609,-68.7039741,2033.115942,0,223.7574774,-3.370301303,114.3703267,0,32.18785372,0,0,-100,-66.2633897,-100,-96.64023372,0,-46.10260578,-54.79345266,-78.18000867,-79.93582888,-27.92024008,-36.7394615,34.60018018,0,-3.350222222,0,1282.367368,-30,FALSE
514,638,서울시,6,-77.71538327,-44.72727273,0,0,-25.34525026,-48.68417396,-100,0,29.76409023,-34.16232698,-17.78641221,-100,3.937644937,-94.16666667,-33.59970136,-87.04785754,27.55838993,0,-93.13710285,0,-100,-50.70977073,-19.75956542,0,28.58701712,-61.06233849,-77.62403255,0,-73.94930961,0,-1.473456121,-29.84727273,TRUE
515,639,서울시,6,-61.71376481,0,-100,0,27.34582526,-100,-100,0,-16.92637949,-100,14.13498524,0,215.1057308,0,6.025682183,0,-76.31863956,0,0,0,26.4879938,0,-100,0,-28.41987383,0,21.79202964,0,-3.079914807,0,-24.99718848,0,FALSE
516,640,서울시,6,634.1740022,0,-96.45661157,0,-85.23576962,-63.21608963,-48.0336532,0,-50.06764267,-60.07900652,15.83278355,-100,22.07569145,0,78.56140351,-20.07062978,-50.16933351,0,0,0,-86.39129457,16.88489209,-67.42284837,0,-43.48307092,2.083314081,4.332174854,0,390.2368831,0,-50.32258065,-68.87505558,FALSE
517,642,서울시,6,-44.87142857,0,14.02061856,0,117.5710335,0,1556.187955,0,3.150211841,-100,5.778688856,0,-13.59190065,0,-38.18892942,0,12.69046035,0,-71.25586243,0,-37.08911473,0,0,0,-48.28190351,0,70.76349226,0,-66.53951805,0,20.32332987,0,FALSE
518,643,서울시,6,1.161290323,0,-97.78656126,0,40.63042284,0,0,0,-47.3935108,156.5193402,-44.68120739,-95.34935223,-67.32325142,0,2.226415094,0,100.5826129,0,-87.27272727,0,5.021610274,-57.11267606,0,0,-34.46485816,-39.06776488,-21.97899524,168.7096774,19.21840499,-100,-15.88598822,-100,TRUE
519,644,서울시,6,105.3333333,0,0,0,-100,-37.03517588,-44.39799331,0,19.61001592,-75.32596191,7.406576981,-100,-77.35812512,-100,0,0,-100,0,0,0,-100,-100,-91.71918187,0,-79.59507136,-100,-92.71681253,0,-97.53202491,0,79.70689655,0,TRUE
520,645,서울시,2,1427.55445,0,62.82325581,0,118.7763132,-76.30593979,-80.21484927,0,25.49075437,0,-68.97031928,833.2924694,169.7768283,-100,-36.01092896,-61.51692543,189.9132048,0,-98.37498823,0,-70.9430496,0,-31.0123021,-100,-33.04968339,-57.50148903,-49.73425437,-27.6672586,10.62231228,0,919.6666667,12.22686268,TRUE
521,646,서울시,6,0,-82.23076923,0,0,0,-39.7654321,0,-100,-13.84615385,-34.00197118,0,-88.69309838,931.1,-84.27171783,0,14.79403409,0,0,0,0,0,-51.24468588,-52.44221106,-38.51926978,0,-48.72868122,-56.89556147,-44.94915254,-29.83091787,106.4625,0,-3.651282051,FALSE
522,647,서울시,6,0,0,0,0,0,0,0,0,-30,0,-100,0,0,0,-73.68925785,0,-72,0,0,0,-100,-100,0,0,20.68965517,-100,0,0,0,0,19.06936357,-100,FALSE
523,648,서울시,6,708.0714286,0,-99.27402597,0,344.2418033,0,-59.44693572,0,22.3982906,0,-20.94462607,0,38.09514003,0,904.15,0,-33.04,0,-84.70921986,0,-22.33791121,-100,-54.04255319,0,2.640915349,-100,-27.39942112,0,-84.76479814,0,-48.27021494,0,TRUE
524,649,서울시,2,0,0,-100,0,132.9434447,-99.47324415,13.81603934,0,9.147004284,0,-45.44287237,0,-79.45085629,0,-11.31685447,0,0,0,0,0,178.0649038,0,-73.45285805,-100,158.0701632,0,513.978804,0,837.2188406,0,-16.56406869,0,FALSE
525,651,서울시,6,17.11048748,0,-91.98169557,0,-40.03766951,0,-63.7608114,0,7.417025562,0,-29.6610315,0,-48.14338235,0,-11.0256167,0,-68.89237668,0,0,0,308.6241611,0,3239,0,56.08693533,52.33663366,-62.39918739,0,45.1020794,0,-28.00828048,0,TRUE
526,652,전라북도,6,169.3695072,0,-7.710526316,0,670.2286432,0,0,0,-14.42045698,572.8864629,-31.42018024,0,-49.0640831,0,-59.3765333,0,324.4656674,0,0,0,580.1552687,753.654321,-70.54043695,0,96.74771087,3001.175,65.92799395,-100,74.65773168,0,-4.949946258,0,FALSE
527,653,경상남도,6,0,608.8375,0,0,0,-12.31609731,0,-13.42756184,0,14.51499705,0,-11.94267516,0,239.3939394,0,30.58364875,0,-77.20281048,0,0,0,-8.801468297,0,-100,0,-34.91869988,0,145,-87.67295597,0,0,16.42521167,FALSE
528,654,서울시,2,-45.84396177,0,-94.2962963,0,1.833862122,574.0082361,115.5922324,0,36.04021421,-91.73064196,3049.538602,0,1252.972727,0,-30,208.4745763,-100,0,0,0,-28.74520614,0,-43.00318753,0,-40.74369558,5912.195122,-7.2714404,0,-53.78974359,0,136.1844249,0,FALSE
529,655,서울시,6,-100,-4.739749927,0,0,0,28.11943669,0,-87.90946992,-79.80530973,-29.73866329,0,-55.05016722,-100,-63.88,-100,2.335958005,0,-100,0,0,0,-46.59847652,0,0,-100,-40.76787193,0,-100,0,0,0,-65.65312843,TRUE
530,656,대구시,6,-100,0,1258,0,-24.10419005,-75.8,-38.75614336,-100,-0.30736575,0,125.7366835,0,-71.35400473,0,-99.19651056,0,952.8821685,0,1950.753769,0,-85.91149726,-100,-81.5589617,0,-80.9690905,0,-48.11828471,0,-48.94903222,0,-77.39418322,0,FALSE
531,657,경기도,6,-47.23733457,0,-95.78429681,-100,-54.52422603,-100,168.9155384,0,-13.40595717,-100,-73.13495047,0,-42.01893223,0,-81.99024286,-100,103.767864,0,-93.51791314,0,-84.78328691,0,-58.46143227,0,-23.45938965,0,-18.20750163,0,-27.14231172,0,273.4301521,0,TRUE
532,659,서울시,6,0,0,0,0,0,-46.677134,0,0,-100,-26.13711583,0,0,0,-44.86725664,0,304.3975904,0,0,0,0,0,-32.57543196,0,0,0,-17.42160653,0,0,0,-76.66666667,0,-40.42896679,FALSE
533,660,대전시,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
534,661,서울시,6,-100,-100,0,0,0,15.57142857,0.596395526,0,13.88719202,-30.12194748,23.28834167,-98.68173258,4.207207776,0,0,-86.28378378,-17.28413505,-100,-100,0,-88.50766284,-9.781839623,-57.41280818,0,-58.16715427,-38.28270151,-56.77411226,-50.25,108.4525265,0,0,0,FALSE
535,664,경기도,6,800.9200875,0,0,0,-91.32235734,36.39484979,-63.08865542,0,-9.364517521,0,-43.0437444,0,-50.7840925,0,83.3908046,0,112.8691488,0,305.2608142,0,2436.786571,0,-39.89637962,0,-3.072781833,0,-36.30915606,0,-73.54843313,0,839.75,0,TRUE
536,665,서울시,6,0,644.3333333,0,0,-100,-35.64628334,0,0,30.86,-25.32985858,-59.82403159,2277,497.3333333,-11.34463961,18.59951547,-22.3205939,0,-94.49596774,0,0,-67.76315789,32.42117787,0,0,-6.147260274,-37.39801263,158.1372255,66.46432375,0,-39.70393108,111.7228406,-11.92324208,FALSE
537,666,대구시,6,0,0,0,0,0,-100,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
538,667,경기도,4,0,0,-51.96460177,0,-100,104.4008783,-84.59016033,0,-5.94667517,-33.83755552,-62.226291,0,14541.66667,0,113.4815373,0,139.6619862,-100,-100,0,120.7717141,-100,-100,0,92.88145715,-97.70322765,-86.21525252,0,-71.79435909,0,-66.37703943,0,TRUE
539,668,경기도,6,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
540,670,경기도,4,0,0,-100,0,0,0,-6.849061269,0,16.38264797,0,-36.78601154,0,-8.752064761,0,26.59195305,0,-99.32590221,0,0,0,6.772793054,0,-46.94666454,0,-55.1811187,-100,14.99720454,0,-60.7781984,0,-0.421421817,0,FALSE
541,671,부산시,2,0,0,0,0,0,-21.68221929,-100,0,-78.13252403,-26.54075032,-71.10653325,-55.09051412,-100,0,0,-64.66803511,-100,0,0,0,0,-13.16875109,0,-100,-84.22610015,-33.09313811,-64.14766138,-80.08586148,0,-100,0,-67.3171981,TRUE
542,672,부산시,6,-61.11496531,0,-100,0,-24.82990557,-100,-100,0,-22.80169908,-91.1717496,282.8655949,0,-47.8808589,-100,-30.70793968,-100,-14.5210385,0,888.4222474,0,114.1430723,0,0,0,-21.79804945,130.4166667,-67.3727568,0,21.16990464,0,7.01132168,0,FALSE
543,673,경기도,2,-89.20521471,0,0,0,124.8010096,-100,152.0736842,0,-35.24318706,0,13.64315882,0,240.8074028,0,9.374711583,0,0,0,0,0,115.3054712,0,0,0,-51.13996568,0,-55.81196637,0,-81.8007207,0,-75.96546289,0,FALSE
544,674,서울시,2,-16.52349885,0,-100,0,324.0438092,0,-55.60065601,0,-15.52922068,275.0943396,-72.14764804,0,41.18224803,0,-80.1308469,0,-49.05168485,0,-100,0,-76.93701467,0,-3.644736842,0,-54.96826527,0,-29.74481482,0,-89.16707077,0,-46.1863354,0,TRUE
545,676,경기도,6,-100,0,-95.07302405,0,-69.72031287,410.5973451,-76.21868578,0,-25.48343735,0,-70.63361765,0,-77.79896951,0,527.3584906,0,-98.41424545,0,0,0,-99.84870317,57.6771888,-78.10864644,0,-35.77444807,0,-47.19155826,0,-9.062016872,0,0,0,TRUE
546,679,서울시,4,0,-100,0,0,0,-99.64705035,0,0,0,-65.10060636,0,789,0,0,0,-100,0,0,0,0,0,-96.30695444,0,-100,0,-87.93797339,-18.30065359,0,0,0,0,0,TRUE
547,680,서울시,6,0,0,0,0,30.27334852,-48.01898512,2094.71875,-47.24880383,-14.03832261,-26.95316265,-49.41063584,-93.24442289,0,-66.78529063,0,-77.77777778,0,0,-100,16.51006711,-21.17035111,94.47873163,-77.03125,-75.9057971,-36.89499527,-37.88435298,-91.95510662,-23.37683524,-100,0,-20,-37.50656168,TRUE
548,682,경기도,6,0,0,0,0,0,-61.45836925,0,-100,0,-46.36057433,0,-91.82879377,0,16.2,0,-76.92250068,0,-81.35135135,0,0,0,-65.48542897,0,-100,0,-28.77180538,0,-100,0,-99.35513588,0,-29.04046997,TRUE
549,684,서울시,6,0,0,0,0,0,0,0,0,209.1913765,0,-55.87473783,0,298,0,-100,0,0,0,0,0,-13.59235669,0,-93.09119621,0,-18.02961631,0,-97.33908126,0,-93,0,0,0,TRUE
550,685,서울시,6,0,0,0,0,0,0,-100,0,2.044357378,-100,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-63.07692308,0,0,0,0,0,0,0,TRUE
551,686,경기도,6,0,0,0,0,-22.22137901,0,0,0,-29.4951015,0,-87.24642153,0,-78.40161146,0,-75.84068579,0,-46.90909091,0,0,0,-82.91525424,0,-87.77900552,0,-49.60927892,0,-1.621969664,0,-63.16989522,0,-11.85037879,0,TRUE
552,687,서울시,4,733.6831978,0,0,0,-19.16527135,0,150.8638007,0,-55.14749921,0,-57.57549979,0,-16.06060606,0,-24.08905857,0,0,0,0,0,-83.65758755,0,-100,0,-22.28836944,0,9.316561312,0,27.33955793,0,-38.53826542,0,FALSE
553,688,서울시,5,0,0,0,0,0,167.2627737,0,210.0671141,0,12.1954698,16.66666667,-19.32461874,0,-4.177777778,0,34.94219653,0,-96.6547976,0,0,0,-76.45848362,0,32.18390805,0,-12.39805437,0,-100,0,-52.98826693,0,-51.73264419,FALSE
554,689,대구시,6,733.672878,0,7469.025381,0,-100,0,254.8755603,0,-40.46894618,0,-77.26106744,0,79.34819605,0,-78.09494209,0,372.6191248,0,-87.8125,0,-50.09802372,0,-84.02915378,0,-31.45460878,0,49.6115668,0,-2.714285714,0,-71.05402373,0,FALSE
555,690,서울시,4,9145.900249,0,93.10626781,0,91.60204874,38.63437689,-10.94662029,0,43.30518689,80.62940787,-60.3196851,207.9370433,190.3321211,-7.987421384,-75.01851324,-10.14120668,-93.25779037,0,56.83051399,0,-38.76247912,-42.76769192,-84.50722987,-100,-17.28761224,71.15189492,7.752136397,-100,-40.70942042,0,-81.77561341,0,FALSE
556,691,부산시,6,-92.25909321,0,-20.17021277,0,-85.34624254,-86.5426189,0,0,-33.76979774,77.32983712,367.2877311,0,12.73329003,0,-85.25046334,593,25.5971495,0,-100,0,-78.15937598,169.0402145,-38.79604294,0,-27.53927175,-12.52147878,-81.3661103,-82.20338983,164.4520727,-100,-83.67001509,-58.44748858,FALSE
557,692,서울시,6,0,-26.62962963,0,0,0,60.49743288,910.1,-100,-98.09782609,-34.08749192,146.032093,94.32176656,51.05167286,-82.5,88.22222222,-3.632071422,-100,-68.95833333,-100,0,0,30.9543975,-64.32825943,-100,-86.91938638,3.636635413,-69.72508861,-92.3989899,-93.63953382,-78.34158416,-82.5,-89.69161706,TRUE
558,693,서울시,2,2228.615904,180,9626.300633,0,152.2508759,225.6805522,159.5833333,-100,-33.03723854,-64.49477986,-8.344218457,-75.183714,-69.01216033,-34.11764706,26.39887661,-50.78125,22.14157384,0,-26.5,0,213.4050139,-100,-35.61993549,-100,40.22397174,-100,3.533517104,0,-29.76634405,-100,-37.58250619,-100,FALSE
559,694,부산시,6,-82.153028,0,-100,0,552.2624561,-87.36089616,-59.15063138,0,-36.28084596,34.00131083,-26.09667844,0,-58.52240579,-100,-85.28607282,-100,227.6472068,-74.59530026,0,0,739.2128732,-86.90854633,-60.05933241,0,-10.99228214,-24.15759328,518.4275822,0,98.37118439,0,-77.6,0,FALSE
560,696,경기도,6,-100,0,-100,0,-89.68131926,0,-81.66489926,0,-41.55120501,0,-96.11296024,0,-82.21618719,0,-52.35636194,0,66.53913043,0,-100,0,-59.89221267,0,-22.07023617,0,-33.68335602,0,-90.8264785,0,-29.35045356,0,-76.12931798,0,TRUE
561,698,경기도,6,160.3792173,0,255.6,0,27.32527106,-100,-93.21152495,0,-29.0352482,-100,118.0261983,-100,-38.7849788,0,-6.732394366,0,60.07115385,0,-43.59843546,0,-21.13185331,0,-86.25788544,0,-5.18945673,0,21.39535908,0,-59.3103651,0,612.5,0,FALSE
562,699,전라북도,6,0,0,-100,0,0,-71.88002142,-100,0,-100,-23.22837189,-100,0,0,-100,-100,-100,0,-100,0,0,0,-79.0293589,0,0,-100,-48.1397119,0,0,-100,0,0,0,TRUE
563,700,서울시,6,-100,0,0,0,0,0,0,0,0,0,129.67,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,-79.74455611,0,0,0,TRUE
564,702,서울시,6,-100,0,0,-100,0,75.93421407,-16.0875,-53.33333333,-51.66666667,-17.57123733,-23.41085271,-66.1416589,128.9,-15.09052183,0,-64.28813559,0,17.3030303,0,0,0,62.40897641,-15.51724138,665.45,775,-1.763915595,36.98039216,-51,-100,259.2105263,-100,18.13063477,FALSE
565,703,서울시,6,97.09219858,0,-100,0,48.89152932,0,-30.16400014,0,-46.61389554,0,-21.70023227,0,-57.05158691,0,-63.49193146,0,-100,0,-100,0,-27.44923759,0,-51.22383261,0,-54.76118706,0,-55.72289157,0,-16.10631724,0,-65.84574376,17.8816568,TRUE
